Comment ID,Username,Date,Content
COMMENT_JF2EPKMYOH,Ｄｒｅｙ,"Jul 23, 2021 05:51PM","I just read the blurb, plus your review. Might read this one. ❤"
COMMENT_JF2EPKMYOH,Maisha,"Jul 23, 2021 09:02PM","Why are we so invested into who cried and who didn't 😶😶. Btw, amazing review our (ex) crybaby. ❤"
COMMENT_JF2EPKMYOH,~Rajeswari~,"Jul 23, 2021 09:18PM","Ｄｒｅｙ wrote: ""I just read the blurb, plus your review. Might read this one. ❤""That’s amazing.I hope you like it💞"
COMMENT_JF2EPKMYOH,~Rajeswari~,"Jul 23, 2021 09:19PM","Maisha wrote: ""Why are we so invested into who cried and who didn't 😶😶. Btw, amazing review our (ex) crybaby. ❤""We love to bicker among ourselves🤣Thank you,maam💞💞"
COMMENT_CNNHRR3D5C,Jana,"Nov 01, 2017 09:31AM","That sounds pretty interesting. I hope they've translated it because by the sound of your review, the author needs a huge high five"
COMMENT_CNNHRR3D5C,Narin,"Nov 01, 2017 09:37AM","Jana wrote: ""That sounds pretty interesting. I hope they've translated it because by the sound of your review, the author needs a huge high five"" I agree :)"
COMMENT_CNNHRR3D5C,tiTa,"Oct 10, 2018 03:14PM",I agree.. And am love your review. Thank you... this book do sounds intriguing.
COMMENT_CNNHRR3D5C,Ian,"Dec 22, 2019 03:23AM",Now in English!!
COMMENT_5U96BOM186,~Rajeswari~,"Jul 24, 2021 08:25AM",Lovely review!I want a Mr.Namiya in my life too!Our life would have been so easier🤦🏻‍♀️🤦🏻‍♀️
COMMENT_5U96BOM186,Mahbuba,"Jul 24, 2021 08:02PM","~Rajeswari~ wrote: ""Lovely review!I want a Mr.Namiya in my life too!Our life would have been so easier🤦🏻‍♀️🤦🏻‍♀️""Tysm! Yup, Mr. Namiya could help so many people!"
COMMENT_EP405DYOUK,[deleted user],"Jun 17, 2021 03:33AM","Wow, can’t get a stronger accolade than that 👏"
COMMENT_EP405DYOUK,Tiash,"Jun 17, 2021 07:55AM","Lorraine wrote: ""Wow, can’t get a stronger accolade than that 👏""It really is a good one. Please read it! T_T"
COMMENT_EP405DYOUK,[deleted user],"Jun 17, 2021 08:00AM","Tiash wrote: ""Lorraine wrote: ""Wow, can’t get a stronger accolade than that 👏""It really is a good one. Please read it! T_T""I’ve added it to my Tbr, purely out of curiosity. I don’t know this author, so it will be interesting to see my take on it."
COMMENT_0GT833B5VJ,Ian,"Dec 23, 2019 04:53AM",I’m reading it now and it reminds me of the movie One Magic Christmas!Enjoying it.
COMMENT_IUIGSWRTT1,~Rajeswari~,"Jul 23, 2021 08:53PM",Adorable review 💜
COMMENT_IUIGSWRTT1,Mahbuba,"Jul 23, 2021 08:56PM",I want advice from Mr. Namiya too!
COMMENT_IUIGSWRTT1,Maliha Tabassum Arna,"Jul 23, 2021 11:37PM","Mahbuba wrote: ""I want advice from Mr. Namiya too!""Let's become Namiya ourselves. Like- ""Don't forget who you are.""It felt to me that he stole my saying. ( ;"
COMMENT_5NAW4H1EL3,Takip,"Feb 11, 2021 04:31AM",Bilalah paperback ver. nak keluar😌🤣
COMMENT_5NAW4H1EL3,Nazr•A,"Feb 11, 2021 06:21AM",Kena postpone kot... manalah tau sebab musim pandemik ni.
COMMENT_S9MW4PUEGV,Liên Hoa,"Apr 24, 2020 03:39AM","Ye, tru, guess they're not that deep. (But i think that's perfectly suitable for the sake of being short, clear and comprehensible.)"
COMMENT_7HN0CH5OAG,Alfred,"Apr 09, 2018 05:04AM","What language was this originally written in? Perhaps many of those names are spelled in completely different Japanese characters that somehow sound like ""K"" names anglicized. I don't know Japanese, but seem to hear quite often the common theme of translated best-selling Japanese novels not striking the same connection with English-reading audience. In this case, sounds like it's just the ending that docked it half star...And, oh, I like bento boxes. Your reviews are like bento boxes."
COMMENT_7HN0CH5OAG,carol.,"Apr 09, 2018 07:09AM","Alfred--thank you, as always!the writer writes in Japanese and his later books have the same translator, someone who majored in Japanese at Harvard, if I'm remembering right. It feels like a solid translation in that I was never conscious of something about the language not quite working, and yet felt a slight sense of cultural difference. I rather liked it and think I'll try another. I thought it worked better than Night Watch (I think that's the name; 'add book' isn't working atm). There's something that occurs that precipitates the type of ending which I'm slightly ambivalent about. I think that might be an especially cultural-focused element, but the steps that led to it seemed insufficient to me.Honestly, it's a problem in a few English books I read as well, but I suspect American thriller authors make it as simple as possible. :)"
COMMENT_7HN0CH5OAG,Vivian,"Apr 09, 2018 10:37AM",*feeling smug*It was lovely wasn't it. I do embrace a shroud of melancholy probably more than most. Glad you ended up enjoying it.
COMMENT_7HN0CH5OAG,carol.,"Apr 09, 2018 10:54AM",I'm so glad I saw it on your books. I'm going to check out more by him.
COMMENT_7HN0CH5OAG,Vivian,"Apr 09, 2018 11:24AM","The only other book I've read is The Name of the Game is a Kidnapping, which I enjoyed, but in comparison pales a bit to this one. I have Malice on my radar, but haven't gotten to it, as yet."
COMMENT_7HN0CH5OAG,Jim,"Apr 09, 2018 11:35AM",his books are amazing! just enough of a turn from usual mystery directions... read them all! :)
COMMENT_7HN0CH5OAG,carol.,"Apr 09, 2018 12:53PM",I just ordered Salvation of a Saint which had an over 4 star average.
COMMENT_7HN0CH5OAG,Vivian,"Apr 09, 2018 12:56PM",Looks like a winner. Can't wait to hear what you think.
COMMENT_7HN0CH5OAG,Sharon,"Apr 09, 2018 05:13PM","Excellent review, Carol! I really enjoyed this one as well. Love the bento box rating system. :) Another Japanese suspense novel I really enjoyed (even more morbid, however) was Natsuo Kirino’s “Out.”"
COMMENT_7HN0CH5OAG,carol.,"Apr 09, 2018 05:42PM","Thank you, Sharon! What do you mean by 'morbid?' I'm curious."
COMMENT_7HN0CH5OAG,Sharon,"Apr 09, 2018 05:47PM","I’ll give a “morbid” to just about anything that’s got a dead body in it. It’s been a while since I read both of these books. “Out” is definitely darker, and a tad gruesome, I recall. I just remember really enjoying them both. Haven’t read a ton of Japanese suspense, and these were both very good."
COMMENT_7HN0CH5OAG,Diane,"Apr 09, 2018 07:12PM","Great review, Carol!"
COMMENT_7HN0CH5OAG,Caro,"Apr 09, 2018 10:16PM",So glad you liked it!
COMMENT_7HN0CH5OAG,carol.,"Apr 10, 2018 08:22AM","Sharon wrote: ""I’ll give a “morbid” to just about anything that’s got a dead body in it. It’s been a while since I read both of these books. “Out” is definitely darker, and a tad gruesome, I recall. I just rememb...""I'm cool with dead bodies, but prefer to pass on all torture. Thanks for clarifying :)"
COMMENT_7HN0CH5OAG,carol.,"Apr 10, 2018 08:22AM","Thanks, Diane and Caro."
COMMENT_7HN0CH5OAG,Carol She's So Novel꧁꧂,"Nov 13, 2018 09:46AM","My wayward feed meant I haven't seen this - till now. Glad you enjoyed it, Carol."
COMMENT_7HN0CH5OAG,carol.,"Nov 13, 2018 10:23AM","How odd! Your reviews were what convinced me this was a series worth trying--I only wish more of them were translated. I did recently find out that the feed got separated out to 'top friends' and the other friends. Maybe it was always like that. I rarely use it, because I found it so unreliable. :) No judgement on you for doing so, however."
COMMENT_7HN0CH5OAG,Carol She's So Novel꧁꧂,"Nov 13, 2018 01:57PM","Carol. wrote: ""How odd! Your reviews were what convinced me this was a series worth trying--I only wish more of them were translated. I did recently find out that the feed got separated out to 'top friends' and...""My feed is indeed an exercise in frustration. I'm a heavy user of GR but I am lucky if my feed moves at all in a 12 hour period& I don't see the people I follow at all. Because only a small number of people (apparently) have this bug, GR isn't interested in fixing it. So I have to go to their profiles to find their review. That is why I don't follow many people."
COMMENT_7HN0CH5OAG,carol.,"Nov 13, 2018 03:43PM","Oh, that is quite frustrating! I found the feed reminded me of facebook, in that frequent posters were more represented than infrequent ones, which meant I missed my friends that were slow readers or infrequent updaters. So it was back to the daily newsletters for me."
COMMENT_7HN0CH5OAG,Elizabeth,"Nov 13, 2018 04:05PM",You've convinced me to check this out--thank you for your thoughtful and fascinating review!
COMMENT_7HN0CH5OAG,carol.,"Nov 13, 2018 04:22PM","It's really, really interesting, Elizabeth. Very good. And thanks to Carol (with the embellishment)!!"
COMMENT_7HN0CH5OAG,Shruti,"Oct 28, 2019 01:26AM","Great review, carol! As I sat to review this book I found it so difficult to write one that was free of spoilers. Yet you have managed to do that so effortlessly. Lovely! ❤️❤️"
COMMENT_7HN0CH5OAG,carol.,"Oct 28, 2019 10:31AM","Thank you, Shruti! An unusual book!"
COMMENT_7HN0CH5OAG,Left Coast Justin,"Oct 06, 2020 11:39AM","How can I resist something worth four and a half bento boxes?Actually, that was cruel -- it may be months before I get to dig into any good broiled mackerel and miso soup."
COMMENT_RJTJ61DRGH,HBalikov,"Mar 28, 2017 05:59AM","Should I start with this one, Carol? Which one did you read next?"
COMMENT_RJTJ61DRGH,Carol,"Mar 28, 2017 08:29AM","HBalikov wrote: ""Should I start with this one, Carol? Which one did you read next?""yes, definitely. For the second, it depends on you. Salvation of a Saint offers you a known culprit, and a victim who had it coming. The mystery is how she pulled it off, and I considered it brilliant. Midsummer's Equation is a little quieter, and the relationship development between Galileo and a young boy is an unexpected bonus, given Galileo's personality and the genre, but the mystery/crime investigation and reveal is a little less perfect than Saint. Both were fascinating to me in terms of how the police approach resources and crime-solving, as opposed to the approach to which we Western readers are accustomed in an American or British police procedural. Does that help?"
COMMENT_RJTJ61DRGH,Tim,"Mar 28, 2017 10:12AM","This looks like a very interesting series. I'm guessing from your comments that each book is fairly stand alone, but focusing on the same character?"
COMMENT_RJTJ61DRGH,Carol,"Mar 28, 2017 12:08PM","Tim wrote: ""This looks like a very interesting series. I'm guessing from your comments that each book is fairly stand alone, but focusing on the same character?""Yes, Tim. It doesn't matter what order you read them in, at least, from the one's I've read to-date. Since they aren't being translated and made available in English in the order Higashino wrote them in, we don't know what we don't know."
COMMENT_RJTJ61DRGH,ColumbusReads,"May 31, 2017 12:27AM",Fantastic review!
COMMENT_RJTJ61DRGH,Carol,"May 31, 2017 03:31AM","Columbus wrote: ""Fantastic review!""Thank you, Columbus! This book remains on my short list of novels I routinely recommend to friends."
COMMENT_RJTJ61DRGH,ColumbusReads,"May 31, 2017 03:40AM","Carol wrote: ""Columbus wrote: ""Fantastic review!""Thank you, Columbus! This book remains on my short list of novels I routinely recommend to friends.""That's funny, Carol. I rarely get personal recommendations from people on my friends list but I got one this morning for this book. I reckon she sent it also because many people like myself are unfamiliar with this book and author. It was totally off my radar but the premise from your description sounds great!"
COMMENT_RJTJ61DRGH,ColumbusReads,"Apr 11, 2018 08:43PM","Ooh, ooh good review!"
COMMENT_RJTJ61DRGH,ColumbusReads,"Apr 11, 2018 08:52PM","Haha, I see I had previously commented here. Oops! I just came across this book again on Buzzfeed’s “31 Underrated Foreign Novels You Should Read” I guess I must go ahead and read then."
COMMENT_RJTJ61DRGH,Tanja,"Aug 03, 2018 07:38PM",I loved this! I adore math and this story was great. I loved the ending.
COMMENT_RJTJ61DRGH,Carol,"Mar 17, 2019 06:31PM","Columbus wrote: ""Haha, I see I had previously commented here. Oops! I just came across this book again on Buzzfeed’s “31 Underrated Foreign Novels You Should Read” I guess I must go ahead and read then.""YES!"
COMMENT_RJTJ61DRGH,Carol,"Mar 17, 2019 06:31PM","Tanja wrote: ""I loved this! I adore math and this story was great. I loved the ending.""I’m so glad you enjoyed it, Tanja!"
COMMENT_RJTJ61DRGH,Kristy,"Mar 06, 2020 09:41PM",I think I have to get into this series now. Thank you for the review. :)
COMMENT_RJTJ61DRGH,Carol,"Aug 16, 2020 07:13PM","Kristy wrote: ""I think I have to get into this series now. Thank you for the review. :)""You’re very welcome, kristy. Note that they are not being translated in order of publication on Japan. The good news is that Higashino also doesn’t include personal details or focus on character development with his series characters. They are each stand-alones even if part of a series, so reading them in a certain order isn’t key."
COMMENT_RJTJ61DRGH,Greg,"Sep 23, 2020 09:17AM","Carol, great review. Yes, this is a must for mystery lovers."
COMMENT_RJTJ61DRGH,Shaelyn,"Dec 08, 2020 05:43AM","I'm excited to try this I just finished 'Malice' and really loved it and could decide between following up w 'Newcomber' or starting a different detetective series by him like this one- I think I will choose this one. I have free credit to use wish I could pick 2 right now because his writing is excellent. And in other reviews u state one of the reasons u enjoy the detetective series is there's no complicated backstories and relationships w coworkers used as fillers and THAT is something I get so sick of especially the"" colleague/ supervisor out to get him/her"" thread I'm so relieved to have a straightforward person just working a case.- thanks for the great reviews"
COMMENT_RJTJ61DRGH,Carol,"Dec 08, 2020 06:25AM","Shaelyn wrote: ""I'm excited to try this I just finished 'Malice' and really loved it and could decide between following up w 'Newcomber' or starting a different detetective series by him like this one- I think I w...""Shaelyn, I do highly recommend Newcomer, too. It's not as memorable as Devotion but is an excellent mystery. it's quite a bit shorter, too, so if you're having 2020-COVID-attention-span issues, like I am, it may be a perfect December read. Let me know what you think of either or both if you read them."
COMMENT_RJTJ61DRGH,Carol,"Dec 08, 2020 06:26AM","Greg wrote: ""Carol, great review. Yes, this is a must for mystery lovers.""i'm glad you enjoyed it, too, Greg. It's the novel that sucked me in to Japanese literature, in which I've happily since wallowed."
COMMENT_RJTJ61DRGH,James,"Feb 04, 2021 05:32AM",Great review - and so far a great book!
COMMENT_RJTJ61DRGH,Carol,"Feb 04, 2021 01:11PM","James wrote: ""Great review - and so far a great book!""That's great news - that you're enjoying it, James. I hope your reading experience remains strong."
COMMENT_RJTJ61DRGH,Jonathan,"Oct 03, 2021 02:09AM","Is it the third or first book in the series…?Is says number one then I clicked for more details and now it’s number three…it’s the same with other sources, some say one and some say three!!"
COMMENT_RJTJ61DRGH,Carol,"Oct 03, 2021 05:53AM","Jonathan wrote: ""Is it the third or first book in the series…?Is says number one then I clicked for more details and now it’s number three…it’s the same with other sources, some say one and some say three!!""It is the first in the series to be released in English translation, but the third in the series as published in Japan. Higashino’s series novels don’t rely on development in the personal lives of his lead detectives as a feature so reading them “in order” doesn’t make the difference it might with many British and American authors."
COMMENT_LA7Z50G7R0,Scarlet,"May 14, 2016 12:09AM",I thought of this book when I saw Drishyam - a great watch it was! - but it definitely wasn't a copy. The same theme but executed in a very smart way :)
COMMENT_LA7Z50G7R0,Nandakishore,"May 14, 2016 12:11AM","Scarlet wrote: ""I thought of this book when I saw Drishyam - a great watch it was! - but it definitely wasn't a copy. The same theme but executed in a very smart way :)""Yes. I enjoyed this book as well as that movie. The similarities were refreshing, rather than off-putting."
COMMENT_LA7Z50G7R0,Akshay,"Aug 05, 2016 01:52AM","Have you read any other books by Keigo​, sir? They're not as good as this one but are definitely worth a read."
COMMENT_LA7Z50G7R0,Nandakishore,"Aug 05, 2016 02:08AM","Akshay wrote: ""Have you read any other books by Keigo​, sir? They're not as good as this one but are definitely worth a read.""I have not had the chance so far, but he's on my list."
COMMENT_LA7Z50G7R0,Pragati,"Oct 19, 2016 07:24AM","Also, an interesting glimpse into Japanese people and their way of life."
COMMENT_LA7Z50G7R0,Jane,"Dec 14, 2016 03:38AM","I've read plenty of crime-mystery themed fictions in my life. Rest assured, this is by far the only one that doesn't rely on the thrill of suspense or outrageous murder plots. Rather, it engages you with the subtle, yet vividly distraught fears and dreams of human beings, and how that can turn anyone into someone they're supposedly incapable of being. Brilliant."
COMMENT_LA7Z50G7R0,Karthick,"Jan 15, 2017 07:23PM",i just loved it.. deception wow..
COMMENT_LA7Z50G7R0,Anshika,"Aug 13, 2017 09:33PM",Just finished the book. Very intelligently written.
COMMENT_LA7Z50G7R0,Mai-Phuong,"Aug 01, 2019 08:34AM",Q: Could somebody tell me WHEN the setting of the story is as it seems that there were no CCTV's at all?
COMMENT_LA7Z50G7R0,Kantkrishna3210gmail.Com,"Mar 09, 2020 09:04AM",It was 1997
COMMENT_LA7Z50G7R0,Seetha,"Apr 26, 2020 06:38PM",Omg I was thinking of Drishyam too while reading this though I’ve not heard of the rumour.
COMMENT_EYI516P6RV,Greg,"Jun 19, 2021 01:05PM",liked it a lot.
COMMENT_EYI516P6RV,daph pink ♡,"Jun 19, 2021 10:22PM","Greg wrote: ""liked it a lot.""I am excited to read this."
COMMENT_EYI516P6RV,Richa,"Feb 07, 2022 10:52PM",on my tbr but after this I'm gonna pick it up 🙌🏻
COMMENT_EYI516P6RV,daph pink ♡,"Feb 08, 2022 06:33AM","Richa wrote: ""on my tbr but after this I'm gonna pick it up 🙌🏻""Go for it"
COMMENT_WPJ418PFRA,Shifad,"Jan 07, 2020 12:50AM",One of the best books ever!
COMMENT_WPJ418PFRA,Reading_,"Jan 07, 2020 12:54AM",Seriously!!! It's really good👍
COMMENT_WPJ418PFRA,Fran (On Hiatus),"Jan 07, 2020 12:57AM",Glad you enjoyed it!
COMMENT_WPJ418PFRA,Reading_,"Jan 07, 2020 01:39AM","Thanks, Fran☕"
COMMENT_WPJ418PFRA,Reading_,"Jan 07, 2020 01:42AM","This one has been on the recs forever. Please do try, Emma"
COMMENT_WPJ418PFRA,Shifad,"Jan 07, 2020 02:04AM","Reading wrote: ""Seriously!!! It's really good👍""Try his other books. I recommend Salvation of a Saint."
COMMENT_WPJ418PFRA,Reading_,"Jan 07, 2020 02:22AM",Thanks! Will pick up that one next👍
COMMENT_WPJ418PFRA,Reading_,"Jan 07, 2020 07:56AM",Thanks!
COMMENT_WPJ418PFRA,Kat valentine ( Katsbookcornerreads),"Jul 30, 2020 03:27PM",Another fabulous review!!😍💋💯😉👊
COMMENT_WPJ418PFRA,Reading_,"Dec 21, 2020 06:55AM",Thank you @Kat
COMMENT_IQ203544RQ,Amy,"Sep 07, 2010 10:32AM",I'm working on this one too...I like it so far. Sort of subtle...
COMMENT_IQ203544RQ,Irene,"Sep 07, 2010 12:43PM",Subtle...perfect!
COMMENT_IQ203544RQ,Amy,"Oct 29, 2010 06:42PM","I reviewed it too. Love the old-school detective style, didn't realize how much I missed simple psychological thrills!"
COMMENT_IQ203544RQ,Amy,"Oct 29, 2010 06:42PM","Duh, I already commented on your review. Tired."
COMMENT_IQ203544RQ,Irene,"Oct 29, 2010 07:37PM",Me too..way past my bedtime...catching up (that is a joke)!!
